day,delta,theta,alpha,beta,low_gamma,tbr,total_power_0p5_40
1,42.760342856538955,6.553151104005334,1.8457244822867183,4.152755216999065,0.7907756701321409,1.5780248922884705,56.102749329962215
2,37.06648080308495,4.5183217276371295,1.9796852586524856,3.2708480050808992,0.633468448683322,1.3813915292359713,47.468804243138784
3,53.98145534706502,10.768516168801199,3.716150030009428,6.429923919908096,1.1747812069993615,1.6747501685766626,76.0708266727831
4,11.158540980630724,3.405630453765272,1.4249735968452653,6.009762290777341,0.9769361568385059,0.5666830548342314,22.97584347885711
5,3.488092032174386,1.104489595117888,0.4500547626061664,2.0820132566485365,0.3723550439541692,0.5304911443723512,7.497004690501146
6,3.5989808546292643,1.7285723447135513,0.6265368705275004,1.8532249912540122,0.3173574365276754,0.9327374457344692,8.124672497652009
7,11.457130079142711,4.373957813655585,1.6039783083644321,4.60416437272806,0.7560194222085986,0.9500003604484535,22.795249996099386
